session_id,date,subject,subject_b,device_mode,metric,electrode,roles,run,trial_idx,a_state,b_state,b_direction,speed_intent,steer_intent,steer_direction,clean_switch,is_blink,latency_ms,mean_cmd_lin,moving_time_ratio,speed_active,mean_alpha,mean_tbr,mean_ei,blink_count
G_s7_alpha_single_2026-08-20_1787215669,2026-08-20,G,,single,alpha,,speed,1,13,rest,rest,left,0.0,0.5,1,,0,0.851051,0.0,0.0,0,144045.765322,15.382183,0.114087,0.0
G_s7_alpha_single_2026-08-20_1787215669,2026-08-20,G,,single,alpha,,speed,1,14,attention,rest,left,0.0,0.5,1,,0,0.807769,0.0,0.0,0,41.128171,1.370679,0.543196,0.0
G_s7_alpha_single_2026-08-20_1787215669,2026-08-20,G,,single,alpha,,speed,1,15,rest,rest,left,0.0,0.5,1,,0,0.731233,0.0,0.0,0,973.567933,17.895123,0.092446,0.0
G_s7_alpha_single_2026-08-20_1787215669,2026-08-20,G,,single,alpha,,speed,1,16,attention,rest,left,0.195604,0.504757,1,,0,0.79219,0.039121,0.5,1,9.77886,1.453143,0.56557,0.0
G_s7_alpha_single_2026-08-20_1787215669,2026-08-20,G,,single,alpha,,speed,1,17,rest,rest,left,0.0,0.5,1,,0,0.772237,0.0,0.0,0,2156.999275,11.613525,0.119706,0.0
G_s7_alpha_single_2026-08-20_1787215669,2026-08-20,G,,single,alpha,,speed,1,18,attention,rest,left,0.017242,0.5,1,,0,0.750282,0.003448,0.076923,0,12.565447,1.190964,0.656149,0.0
G_s7_alpha_single_2026-08-20_1787215669,2026-08-20,G,,single,alpha,,speed,1,19,rest,rest,left,0.0,0.5,1,,0,0.750636,0.0,0.0,0,695.894917,20.441126,0.088969,0.0
G_s8_tbr_single_2026-08-20_1787216516,2026-08-20,G,,single,tbr,,speed,1,0,attention,rest,left,0.190925,0.511298,1,,0,0.786026,0.038185,0.461538,1,10.898042,1.786523,0.460011,0.0
G_s8_tbr_single_2026-08-20_1787216516,2026-08-20,G,,single,tbr,,speed,1,1,rest,rest,left,0.0,0.5,1,,0,0.819487,0.0,0.0,0,2184.681232,14.854245,0.141961,0.0
G_s8_tbr_single_2026-08-20_1787216516,2026-08-20,G,,single,tbr,,speed,1,2,attention,rest,left,0.08271,0.504268,1,,0,0.772186,0.016542,0.232558,1,45.721398,7.81896,0.385895,0.0
G_s8_tbr_single_2026-08-20_1787216516,2026-08-20,G,,single,tbr,,speed,1,3,rest,rest,left,0.0,0.5,1,,0,0.789326,0.0,0.0,0,1084.02701,10.02709,0.172211,0.0
G_s8_tbr_single_2026-08-20_1787216516,2026-08-20,G,,single,tbr,,speed,1,4,attention,rest,left,0.176726,0.50227,1,,0,0.739974,0.035345,0.461538,1,10.83993,1.83792,0.454532,0.0
G_s8_tbr_single_2026-08-20_1787216516,2026-08-20,G,,single,tbr,,speed,1,5,rest,rest,left,0.025018,0.5,1,,0,0.791868,0.005004,0.052632,0,244.391303,25.877342,0.11164,0.0
G_s8_tbr_single_2026-08-20_1787216516,2026-08-20,G,,single,tbr,,speed,1,6,attention,rest,left,0.060701,0.500239,1,,0,0.760209,0.01214,0.232558,1,215.319372,9.908243,0.338324,0.0
G_s8_tbr_single_2026-08-20_1787216516,2026-08-20,G,,single,tbr,,speed,1,7,rest,rest,left,0.0,0.5,1,,0,0.783186,0.0,0.0,0,1008.182828,12.716491,0.116042,0.0
G_s8_tbr_single_2026-08-20_1787216516,2026-08-20,G,,single,tbr,,speed,1,8,attention,rest,left,0.170519,0.508826,1,,0,0.784359,0.034104,0.461538,1,44.805563,3.546626,0.403373,0.0
G_s8_tbr_single_2026-08-20_1787216516,2026-08-20,G,,single,tbr,,speed,1,9,rest,rest,left,0.0,0.5,1,,0,0.699395,0.0,0.0,0,7265.217303,17.260786,0.150148,0.0
G_s8_tbr_single_2026-08-20_1787216516,2026-08-20,G,,single,tbr,,speed,1,10,attention,rest,left,0.707275,0.673873,1,,0,0.731884,0.141455,0.72093,1,100.972625,3.63384,1.630902,0.0
G_s8_tbr_single_2026-08-20_1787216516,2026-08-20,G,,single,tbr,,speed,1,11,rest,rest,left,0.0,0.5,1,,0,0.820429,0.0,0.0,0,122716.684467,29.94309,0.049606,0.0
G_s8_tbr_single_2026-08-20_1787216516,2026-08-20,G,,single,tbr,,speed,1,12,attention,rest,left,0.487399,0.606087,1,,0,0.729205,0.09748,0.564103,1,70.842165,1.811796,0.41932,0.0
G_s8_tbr_single_2026-08-20_1787216516,2026-08-20,G,,single,tbr,,speed,1,13,rest,rest,left,0.0,0.5,1,,0,0.753368,0.0,0.0,0,1253.464345,13.947417,0.146627,0.0
G_s8_tbr_single_2026-08-20_1787216516,2026-08-20,G,,single,tbr,,speed,1,14,attention,rest,left,0.599895,0.647312,1,,0,0.758791,0.119979,0.627907,1,835.264312,3.409318,2.940103,0.0
G_s8_tbr_single_2026-08-20_1787216516,2026-08-20,G,,single,tbr,,speed,1,15,rest,rest,left,0.0,0.5,1,,0,0.832619,0.0,0.0,0,420.972641,78.908685,0.086521,0.0
G_s8_tbr_single_2026-08-20_1787216516,2026-08-20,G,,single,tbr,,speed,1,16,attention,rest,left,0.755421,0.679215,1,,0,0.751947,0.151084,0.815789,1,106.770605,0.644295,0.5652,0.0
G_s8_tbr_single_2026-08-20_1787216516,2026-08-20,G,,single,tbr,,speed,1,17,rest,rest,left,0.0,0.5,1,,0,0.827744,0.0,0.0,0,2393.020457,35.257242,0.091565,0.0
G_s8_tbr_single_2026-08-20_1787216516,2026-08-20,G,,single,tbr,,speed,1,18,attention,rest,left,0.708103,0.667431,1,,0,0.746907,0.141621,0.767442,1,4615.099207,1.002724,2.769144,0.0
G_s8_tbr_single_2026-08-20_1787216516,2026-08-20,G,,single,tbr,,speed,1,19,rest,rest,left,0.0,0.5,1,,0,0.753302,0.0,0.0,0,2387.449202,26.847833,0.062002,0.0
W_G_s1_alpha_dual_2026-08-23_1787472417,2026-08-23,W,G,dual,alpha,,steering/speed,1,0,attention,attention,left,0.144247,0.510433,1,0,1,0.785952,0.0,0.0,0,315.605014,6.496824,0.353905,4.0
W_G_s1_alpha_dual_2026-08-23_1787472417,2026-08-23,W,G,dual,alpha,,steering/speed,1,1,attention,rest,left,0.0,0.5,1,,1,0.774785,0.0,0.0,0,336.480077,12.487482,0.253643,3.0
W_G_s1_alpha_dual_2026-08-23_1787472417,2026-08-23,W,G,dual,alpha,,steering/speed,1,2,rest,attention,right,0.166821,0.529276,1,0,1,0.75091,0.0,0.0,0,1426.489882,11.378958,0.298065,1.0
W_G_s1_alpha_dual_2026-08-23_1787472417,2026-08-23,W,G,dual,alpha,,steering/speed,1,3,attention,rest,right,0.0,0.5,1,,1,0.784927,0.0,0.0,0,1541.141473,11.275478,0.288592,5.0
W_G_s1_alpha_dual_2026-08-23_1787472417,2026-08-23,W,G,dual,alpha,,steering/speed,1,4,rest,rest,left,0.0,0.5,1,,1,0.767892,0.0,0.0,0,3333.43621,20.599328,0.145181,4.0
W_G_s1_alpha_dual_2026-08-23_1787472417,2026-08-23,W,G,dual,alpha,,steering/speed,1,5,attention,attention,right,0.216611,0.527561,1,0,1,0.767165,0.004833,0.075,0,39.584456,3.992008,0.443612,1.0
W_G_s1_alpha_dual_2026-08-23_1787472417,2026-08-23,W,G,dual,alpha,,steering/speed,1,6,attention,attention,left,0.020339,0.500283,1,0,1,0.796819,0.008039,0.095238,0,3095.23228,12.339118,0.343464,5.0
W_G_s1_alpha_dual_2026-08-23_1787472417,2026-08-23,W,G,dual,alpha,,steering/speed,1,7,rest,attention,left,0.019416,0.500265,1,0,1,0.801244,0.0,0.0,0,7788.575557,25.187956,0.140093,2.0
W_G_s1_alpha_dual_2026-08-23_1787472417,2026-08-23,W,G,dual,alpha,,steering/speed,1,8,attention,rest,right,0.052847,0.508129,1,,1,0.774582,0.02141,0.179487,1,75.458408,10.287543,0.363738,1.0
W_G_s1_alpha_dual_2026-08-23_1787472417,2026-08-23,W,G,dual,alpha,,steering/speed,1,9,attention,rest,left,0.027772,0.5,1,,1,0.772165,0.011251,0.153846,1,2211.700609,34.628107,0.254067,5.0
W_G_s1_alpha_dual_2026-08-23_1787472417,2026-08-23,W,G,dual,alpha,,steering/speed,1,10,attention,attention,left,0.159803,0.508953,-1,0,0,0.779566,0.0,0.0,0,70.691312,4.557652,0.365943,0.0
W_G_s1_alpha_dual_2026-08-23_1787472417,2026-08-23,W,G,dual,alpha,,steering/speed,1,11,attention,attention,right,0.248969,0.521756,1,0,1,0.725084,0.064199,0.634146,1,57.423015,13.467905,0.338348,3.0
W_G_s1_alpha_dual_2026-08-23_1787472417,2026-08-23,W,G,dual,alpha,,steering/speed,1,12,rest,attention,right,0.055318,0.500076,1,0,1,0.776367,0.0,0.0,0,98.153865,4.970494,0.245054,2.0
W_G_s1_alpha_dual_2026-08-23_1787472417,2026-08-23,W,G,dual,alpha,,steering/speed,1,13,rest,rest,right,0.028312,0.5,1,,1,0.786038,0.004045,0.05,0,256.510871,8.367698,0.232772,4.0
W_G_s1_alpha_dual_2026-08-23_1787472417,2026-08-23,W,G,dual,alpha,,steering/speed,1,14,attention,rest,right,0.146784,0.521687,1,,1,0.767361,0.058011,0.47619,1,54.552106,9.291219,0.341842,2.0
W_G_s1_alpha_dual_2026-08-23_1787472417,2026-08-23,W,G,dual,alpha,,steering/speed,1,15,attention,rest,left,0.241655,0.539014,1,,1,0.706205,0.09079,0.642857,1,158.046081,6.051433,0.352945,1.0
W_G_s1_alpha_dual_2026-08-23_1787472417,2026-08-23,W,G,dual,alpha,,steering/speed,1,16,rest,rest,right,0.028478,0.502372,1,,1,0.702119,0.011391,0.142857,1,2232.158186,25.29153,0.144853,6.0
W_G_s1_alpha_dual_2026-08-23_1787472417,2026-08-23,W,G,dual,alpha,,steering/speed,1,17,attention,attention,right,0.210523,0.545216,1,0,1,0.773081,0.082896,0.486486,1,65.057771,9.328196,0.459562,1.0
W_G_s1_alpha_dual_2026-08-23_1787472417,2026-08-23,W,G,dual,alpha,,steering/speed,1,18,rest,attention,left,0.137215,0.507905,1,0,1,0.692512,0.0,0.0,0,735.650287,6.658062,0.242521,1.0
W_G_s1_alpha_dual_2026-08-23_1787472417,2026-08-23,W,G,dual,alpha,,steering/speed,1,19,rest,rest,left,0.015953,0.5,1,,1,0.531049,0.0,0.0,0,3919.551918,27.800929,0.074085,7.0
W_G_s2_tbr_dual_2026-08-23_1787473771,2026-08-23,W,G,dual,tbr,,steering/speed,1,0,rest,attention,right,0.25247,0.537335,1,0,1,0.753165,0.0,0.0,0,453.502246,21.778347,0.253585,2.0
W_G_s2_tbr_dual_2026-08-23_1787473771,2026-08-23,W,G,dual,tbr,,steering/speed,1,1,rest,attention,left,0.38856,0.555137,1,0,1,0.755,0.001075,0.025641,0,49.626401,2.717821,0.395338,2.0
W_G_s2_tbr_dual_2026-08-23_1787473771,2026-08-23,W,G,dual,tbr,,steering/speed,1,2,attention,attention,left,0.367002,0.577567,-1,0,0,0.730083,7e-06,0.0,0,45.036465,6.612567,0.34175,0.0
W_G_s2_tbr_dual_2026-08-23_1787473771,2026-08-23,W,G,dual,tbr,,steering/speed,1,3,rest,attention,left,0.016469,0.500918,1,0,1,0.776928,0.0,0.0,0,679.995982,10.624338,0.190373,4.0
W_G_s2_tbr_dual_2026-08-23_1787473771,2026-08-23,W,G,dual,tbr,,steering/speed,1,4,attention,attention,right,0.0,0.5,1,0,1,0.735641,0.0,0.0,0,18350.150505,24.601958,0.15956,5.0
W_G_s2_tbr_dual_2026-08-23_1787473771,2026-08-23,W,G,dual,tbr,,steering/speed,1,5,attention,rest,left,0.007156,0.5,1,,1,0.789282,0.00062,0.0,0,68.951187,7.83969,0.203627,3.0
W_G_s2_tbr_dual_2026-08-23_1787473771,2026-08-23,W,G,dual,tbr,,steering/speed,1,6,attention,rest,left,0.049505,0.500229,1,,1,0.726169,0.020043,0.341463,1,1327.684847,25.485384,0.222518,5.0
W_G_s2_tbr_dual_2026-08-23_1787473771,2026-08-23,W,G,dual,tbr,,steering/speed,1,7,attention,rest,right,0.056576,0.506923,1,,1,0.784699,0.0,0.0,0,68.431804,3.896971,0.277079,3.0
W_G_s2_tbr_dual_2026-08-23_1787473771,2026-08-23,W,G,dual,tbr,,steering/speed,1,8,attention,attention,right,0.012539,0.5,1,0,1,0.742304,0.00508,0.102564,1,515.052892,9.959388,0.226241,1.0
W_G_s2_tbr_dual_2026-08-23_1787473771,2026-08-23,W,G,dual,tbr,,steering/speed,1,9,attention,rest,right,0.010326,0.5,1,,1,0.775392,0.004183,0.051282,0,643.161723,35.349066,0.215544,3.0
W_G_s2_tbr_dual_2026-08-23_1787473771,2026-08-23,W,G,dual,tbr,,steering/speed,1,10,rest,attention,right,0.261698,0.528039,1,0,1,0.766325,0.012011,0.121951,1,7317.414374,7.721024,0.239654,3.0
W_G_s2_tbr_dual_2026-08-23_1787473771,2026-08-23,W,G,dual,tbr,,steering/speed,1,11,attention,attention,left,0.065331,0.506392,1,0,1,0.726482,0.025665,0.268293,1,1345.937192,7.695421,0.303959,5.0
W_G_s2_tbr_dual_2026-08-23_1787473771,2026-08-23,W,G,dual,tbr,,steering/speed,1,12,rest,rest,right,0.0,0.5,1,,1,0.584797,0.0,0.0,0,3866.44823,25.78636,0.110988,4.0
W_G_s2_tbr_dual_2026-08-23_1787473771,2026-08-23,W,G,dual,tbr,,steering/speed,1,13,attention,attention,left,0.177617,0.509246,1,0,1,0.71457,0.027222,0.358974,1,1063.540549,4.807971,0.385135,4.0
W_G_s2_tbr_dual_2026-08-23_1787473771,2026-08-23,W,G,dual,tbr,,steering/speed,1,14,attention,rest,right,0.146099,0.510358,1,,1,0.605169,0.059152,0.609756,1,792.617886,14.914606,0.312618,4.0
W_G_s2_tbr_dual_2026-08-23_1787473771,2026-08-23,W,G,dual,tbr,,steering/speed,1,15,rest,rest,left,0.0,0.5,1,,1,0.671723,0.0,0.0,0,1083.075042,28.25595,0.093646,3.0
W_G_s2_tbr_dual_2026-08-23_1787473771,2026-08-23,W,G,dual,tbr,,steering/speed,1,16,attention,rest,left,0.105617,0.509881,1,,1,0.55162,0.041719,0.4,1,4328.414999,17.927398,0.251824,1.0
W_G_s2_tbr_dual_2026-08-23_1787473771,2026-08-23,W,G,dual,tbr,,steering/speed,1,17,rest,rest,left,0.05271,0.510637,1,,1,0.693468,0.0,0.0,0,849.792384,18.961037,0.207798,3.0
W_G_s2_tbr_dual_2026-08-23_1787473771,2026-08-23,W,G,dual,tbr,,steering/speed,1,18,attention,attention,right,0.281758,0.535973,1,1,0,0.605438,0.036905,0.475,1,1581.106403,3.735425,0.356026,0.0
W_G_s2_tbr_dual_2026-08-23_1787473771,2026-08-23,W,G,dual,tbr,,steering/speed,1,19,rest,rest,right,0.009964,0.5,1,,1,0.607952,0.0,0.0,0,24629.10746,31.738284,0.064543,6.0
W_s10_alpha_single_2026-08-18_1787048651,2026-08-18,W,,single,alpha,,speed,1,0,attention,rest,left,0.0,0.5,1,,0,0.738425,0.0,0.0,0,3213.33888,1.597841,0.58924,0.0
W_s10_alpha_single_2026-08-18_1787048651,2026-08-18,W,,single,alpha,,speed,1,1,rest,rest,left,0.037814,0.500697,1,,0,0.815725,0.007563,0.075,0,1780.888446,5.175738,0.336301,0.0
W_s10_alpha_single_2026-08-18_1787048651,2026-08-18,W,,single,alpha,,speed,1,2,attention,rest,left,0.0,0.5,1,,0,0.762951,0.0,0.0,0,4715.974983,2.160115,0.815701,0.0
W_s10_alpha_single_2026-08-18_1787048651,2026-08-18,W,,single,alpha,,speed,1,3,rest,rest,left,0.0,0.5,1,,0,0.7985,0.0,0.0,0,46973.160494,12.342156,0.36952,0.0
W_s10_alpha_single_2026-08-18_1787048651,2026-08-18,W,,single,alpha,,speed,1,4,attention,rest,left,0.330589,0.538193,1,,0,0.740525,0.066118,0.55,1,102.974057,2.161105,0.668513,0.0
W_s10_alpha_single_2026-08-18_1787048651,2026-08-18,W,,single,alpha,,speed,1,5,rest,rest,left,0.018713,0.5,1,,0,0.759951,0.003743,0.04878,0,391.889181,3.458153,0.354998,0.0
W_s10_alpha_single_2026-08-18_1787048651,2026-08-18,W,,single,alpha,,speed,1,6,attention,rest,left,0.562373,0.606262,1,,0,0.825075,0.112475,0.75,1,424.163593,0.969334,0.874923,0.0
W_s10_alpha_single_2026-08-18_1787048651,2026-08-18,W,,single,alpha,,speed,1,7,rest,rest,left,0.0,0.5,1,,0,0.855829,0.0,0.0,0,1603.172283,6.225864,0.17893,0.0
W_s10_alpha_single_2026-08-18_1787048651,2026-08-18,W,,single,alpha,,speed,1,8,attention,rest,left,0.585852,0.61731,1,,0,0.76175,0.11717,0.725,1,25.46693,1.442582,0.482152,0.0
W_s10_alpha_single_2026-08-18_1787048651,2026-08-18,W,,single,alpha,,speed,1,9,rest,rest,left,0.0,0.5,1,,0,0.75261,0.0,0.0,0,558.692913,4.868256,0.427886,0.0
W_s10_alpha_single_2026-08-18_1787048651,2026-08-18,W,,single,alpha,,speed,1,10,attention,rest,left,0.713642,0.645661,1,,0,0.775878,0.142728,0.853659,1,80.808292,1.230796,0.739793,0.0
W_s10_alpha_single_2026-08-18_1787048651,2026-08-18,W,,single,alpha,,speed,1,11,rest,rest,left,0.0,0.5,1,,0,0.750585,0.0,0.0,0,81021.211658,6.522911,0.390927,0.0
W_s10_alpha_single_2026-08-18_1787048651,2026-08-18,W,,single,alpha,,speed,1,12,attention,rest,left,0.608038,0.560743,1,,0,0.7489,0.121608,1.0,1,21.302052,2.080722,0.45487,0.0
W_s10_alpha_single_2026-08-18_1787048651,2026-08-18,W,,single,alpha,,speed,1,13,rest,rest,left,0.0,0.5,1,,0,0.73765,0.0,0.0,0,314.702142,8.00032,0.232839,0.0
W_s10_alpha_single_2026-08-18_1787048651,2026-08-18,W,,single,alpha,,speed,1,14,attention,rest,left,0.573028,0.611848,1,,0,0.733525,0.114606,0.725,1,41.204328,3.391513,0.406429,0.0
W_s10_alpha_single_2026-08-18_1787048651,2026-08-18,W,,single,alpha,,speed,1,15,rest,rest,left,0.0,0.5,1,,0,0.756075,0.0,0.0,0,295.345546,5.201537,0.652898,0.0
W_s10_alpha_single_2026-08-18_1787048651,2026-08-18,W,,single,alpha,,speed,1,16,attention,rest,left,0.457054,0.535909,1,,0,0.68015,0.091411,0.825,1,30.535338,2.617651,0.379528,0.0
W_s10_alpha_single_2026-08-18_1787048651,2026-08-18,W,,single,alpha,,speed,1,17,rest,rest,left,0.016455,0.5,1,,0,0.743025,0.003291,0.05,0,168.974469,3.527286,0.404767,0.0
W_s10_alpha_single_2026-08-18_1787048651,2026-08-18,W,,single,alpha,,speed,1,18,attention,rest,left,0.403871,0.574898,1,,0,0.712525,0.080774,0.525,1,3374.962631,1.345068,0.605125,0.0
W_s10_alpha_single_2026-08-18_1787048651,2026-08-18,W,,single,alpha,,speed,1,19,rest,rest,left,0.013125,0.5,1,,0,0.735488,0.002625,0.04878,0,426.889655,7.029063,0.264105,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,0,attention,rest,left,0.261394,0.530985,1,,0,0.720659,0.052279,0.512195,1,50.010659,2.147822,0.737604,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,1,rest,rest,left,0.008541,0.5,1,,0,0.76485,0.001708,0.05,0,591535.307824,6.137691,0.233035,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,2,attention,rest,left,0.287319,0.511572,1,,0,0.68555,0.057464,0.725,1,90.246946,1.919239,0.488565,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,3,rest,rest,left,0.130762,0.504892,1,,0,0.71239,0.026152,0.292683,1,8369.356478,3.835911,0.600893,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,4,attention,rest,left,0.057186,0.505128,1,,0,0.718725,0.011437,0.1,1,747.642405,25.617318,0.429811,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,5,rest,rest,left,0.000483,0.5,1,,0,0.746561,9.7e-05,0.0,0,2301.54588,11.228928,0.170597,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,6,attention,rest,left,0.327107,0.537445,1,,0,0.723146,0.065421,0.658537,1,11530.291997,1.952111,0.567006,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,7,rest,rest,left,0.0012,0.5,1,,0,0.74665,0.00024,0.0,0,337.496256,6.202931,0.251557,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,8,attention,rest,left,0.513502,0.55008,1,,0,0.705825,0.1027,0.9,1,131.10705,1.413652,0.655149,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,9,rest,rest,left,0.092064,0.503206,1,,0,0.822325,0.018413,0.225,1,19398.998535,4.466543,0.589109,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,10,attention,rest,left,0.416531,0.530564,1,,0,0.692146,0.083306,0.756098,1,29922.971041,3.013577,0.765089,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,11,rest,rest,left,0.000973,0.5,1,,0,0.71895,0.000195,0.0,0,10247.8603,8.279161,0.195941,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,12,attention,rest,left,0.387302,0.525628,1,,0,0.69161,0.07746,0.780488,1,63.675028,1.66529,0.494218,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,13,rest,rest,left,0.049916,0.504908,1,,0,0.74015,0.009983,0.1,1,288781.112254,7.091093,0.495484,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,14,attention,rest,left,0.426838,0.536342,1,,0,0.7302,0.085368,0.875,1,1135.416539,1.584571,0.810142,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,15,rest,rest,left,0.001083,0.5,1,,0,0.737125,0.000217,0.0,0,37045.996667,7.892833,0.318832,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,16,attention,rest,left,0.276457,0.506184,1,,0,0.697775,0.055291,0.775,1,4438.907336,1.849958,0.461218,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,17,rest,rest,left,0.0,0.5,1,,0,0.737585,0.0,0.0,0,1176.719503,11.767198,0.134496,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,18,attention,rest,left,0.276304,0.511986,1,,0,0.7448,0.055261,0.725,1,55.236503,1.951207,0.460292,0.0
W_s11_tbr_single_2026-08-18_1787049699,2026-08-18,W,,single,tbr,,speed,1,19,rest,rest,left,0.004676,0.5,1,,0,0.793625,0.000935,0.025,0,1494.329371,4.945334,0.486364,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,0,attention,rest,left,0.147008,0.52439,1,,0,0.674073,0.029402,0.341463,1,20.71311,2.607199,0.54199,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,1,rest,rest,left,0.054373,0.504898,1,,0,0.747925,0.010875,0.1,1,20745.646004,7.724334,0.251665,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,2,attention,rest,left,0.613405,0.633545,1,,0,0.6943,0.122681,0.75,1,9166.626703,1.561733,0.836274,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,3,rest,rest,left,0.014315,0.5,1,,0,0.749475,0.002863,0.05,0,693.946647,5.938832,0.274499,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,4,attention,rest,left,0.659067,0.653454,1,,0,0.703875,0.131813,0.725,1,37.295538,1.222817,1.096972,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,5,rest,rest,left,0.025386,0.5,1,,0,0.764925,0.005077,0.075,0,2058.935397,4.852225,0.311224,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,6,attention,rest,left,0.041053,0.5,1,,0,0.763025,0.008211,0.175,1,57.627706,2.318895,0.378959,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,7,rest,rest,left,0.0,0.5,1,,0,0.774439,0.0,0.0,0,336.70216,10.062021,0.215572,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,8,attention,rest,left,0.094892,0.50718,1,,0,0.85065,0.018978,0.225,1,14.381514,2.340352,0.40062,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,9,rest,rest,left,0.015952,0.5,1,,0,0.787875,0.00319,0.075,0,689.451713,4.396636,0.297253,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,10,attention,rest,left,0.072733,0.5,1,,0,0.770475,0.014547,0.35,1,13.858164,1.785318,0.42742,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,11,rest,rest,left,0.18774,0.534475,1,,0,0.810775,0.037548,0.275,1,1382.180358,5.25902,0.391917,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,12,attention,rest,left,0.53066,0.623171,1,,0,0.7074,0.106132,0.6,1,24.74287,2.854336,0.789932,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,13,rest,rest,left,0.073159,0.508151,1,,0,0.729829,0.014632,0.170732,1,228.323154,5.948781,0.311262,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,14,attention,rest,left,0.34535,0.529254,1,,0,0.71695,0.06907,0.85,1,15.54752,1.453234,0.534174,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,15,rest,rest,left,0.002927,0.5,1,,0,0.786725,0.000585,0.025,0,48.039578,5.719249,0.258685,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,16,attention,rest,left,0.107141,0.501115,1,,0,0.7448,0.021428,0.35,1,25.619011,2.176451,0.42147,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,17,rest,rest,left,0.00773,0.5,1,,0,0.813902,0.001546,0.02439,0,44.701916,3.876196,0.278283,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,18,attention,rest,left,0.144405,0.502374,1,,0,0.751425,0.028881,0.425,1,62.983195,3.612755,0.437533,0.0
W_s12_ei_single_2026-08-18_1787050398,2026-08-18,W,,single,ei,,speed,1,19,rest,rest,left,0.185528,0.522709,1,,0,0.760707,0.037106,0.317073,1,28.329216,2.89822,0.459358,0.0
W_s13_tbr_single_2026-08-18_1787071143,2026-08-18,W,,single,tbr,,steering,1,0,rest,attention,left,0.903562,0.67146,-1,1,1,0.79085,,,,5304.102649,1.755137,0.557095,1.0
W_s13_tbr_single_2026-08-18_1787071143,2026-08-18,W,,single,tbr,,steering,1,1,rest,rest,right,0.949021,0.599325,-1,,1,0.810775,,,,327.015528,1.445161,0.810816,4.0
