session_id,run,channel,n_attention,n_rest,hit_rate,fa_rate,d_prime,auc,mean_score_attention,mean_score_rest,mean_latency_attention,mean_latency_rest,dir_hit_rate,dir_fa_rate
W_s1_alpha_single_2026-08-17_1786963963,1,steering,10,10,1.0,0.3,5.277825,1.0,0.577843,0.500558,0.874726,0.906685,0.0,
