run,trial_idx,a_state,b_state,b_direction,prompt_ts,start_ts,end_ts,duration_sec,n_samples,mean_alpha,mean_tbr,mean_ei,blink_count
1,0,rest,attention,left,1787152099.673009,1787152104.75142,1787152124.94992,20.1985,39,14.101994,2.666311,0.357081,0
1,1,rest,rest,right,1787152124.94992,1787152130.150985,1787152150.197865,20.04688,39,224.1826,20.809839,0.198074,6
1,2,rest,attention,right,1787152150.197865,1787152155.584317,1787152175.63103,20.046713,42,44.336898,3.567571,0.283305,2
1,3,rest,rest,left,1787152175.63103,1787152180.740649,1787152200.90116,20.160511,42,3765.078073,21.428565,0.091945,6
1,4,rest,attention,left,1787152200.90116,1787152205.947917,1787152226.046628,20.098711,39,20.530344,3.402931,0.270734,0
1,5,rest,rest,right,1787152226.046628,1787152231.101545,1787152251.400988,20.299443,39,29.205241,3.414184,0.221084,4
1,6,rest,attention,right,1787152251.400988,1787152256.418897,1787152276.510492,20.091595,42,24.999231,7.227183,0.245482,1
1,7,rest,rest,left,1787152276.510492,1787152281.551407,1787152301.650969,20.099561,42,90.814147,15.246036,0.217889,5
1,8,rest,attention,left,1787152301.650969,1787152306.901589,1787152327.050042,20.148453,39,367.766501,12.58364,0.183274,2
1,9,rest,rest,right,1787152327.050042,1787152332.270294,1787152352.390307,20.120013,39,139.026551,5.409531,0.218846,4
1,10,rest,attention,right,1787152352.390307,1787152357.700767,1787152377.751459,20.050692,42,883.664485,10.83081,0.302739,5
1,11,rest,rest,left,1787152377.751459,1787152382.776198,1787152402.880179,20.103981,42,51.24512,12.456693,0.15626,4
1,12,rest,attention,left,1787152402.880179,1787152407.949557,1787152428.050768,20.101211,39,56.547483,3.25301,0.307191,1
1,13,rest,rest,right,1787152428.050768,1787152433.300527,1787152453.400926,20.100399,39,44.549001,3.96219,0.202051,2
1,14,rest,attention,right,1787152453.400926,1787152458.656031,1787152478.738525,20.082494,42,12754.582195,18.312469,0.201944,3
1,15,rest,rest,left,1787152478.738525,1787152484.050525,1787152504.151753,20.101228,42,64.059882,5.948581,0.203801,5
1,16,rest,attention,left,1787152504.151753,1787152509.1571,1787152529.25613,20.09903,39,153.657177,21.74022,0.170797,0
1,17,rest,rest,right,1787152529.25613,1787152534.300675,1787152554.399213,20.098538,39,68.43823,6.204541,0.192483,3
1,18,rest,attention,left,1787152554.399213,1787152559.406295,1787152579.49717,20.090876,42,106.20241,11.031587,0.174883,3
1,19,rest,rest,right,1787152579.49717,1787152584.599173,1787152604.6495,20.050327,42,43.752403,4.079892,0.24828,4
