run,trial_idx,a_state,b_state,b_direction,prompt_ts,start_ts,end_ts,duration_sec,n_samples,mean_alpha,mean_tbr,mean_ei,blink_count
1,0,attention,rest,left,1786983345.819429,1786983350.982898,1786983371.011788,20.02889,39,35.009889,10.216889,0.34749,0
1,1,rest,rest,left,1786983371.011788,1786983376.495264,1786983396.995071,20.499807,40,366.165849,14.752341,0.106057,0
1,2,attention,rest,left,1786983396.995071,1786983402.295213,1786983422.443329,20.148116,42,24.907173,8.1489,0.246317,0
1,3,rest,rest,left,1786983422.443329,1786983427.730864,1786983447.793348,20.062485,39,433.887588,30.860983,0.094635,0
1,4,attention,rest,left,1786983447.793348,1786983452.895357,1786983472.949899,20.054542,39,17.561434,12.073914,0.289576,0
1,5,rest,rest,left,1786983472.949899,1786983478.444789,1786983498.495118,20.050329,39,3522.986057,29.043333,0.270296,0
1,6,attention,rest,left,1786983498.495118,1786983503.755517,1786983523.919753,20.164237,42,31.157235,16.465416,0.255931,0
1,7,rest,rest,left,1786983523.919753,1786983529.020145,1786983549.080083,20.059938,39,183.941105,49.324764,0.147807,0
1,8,attention,rest,left,1786983549.080083,1786983554.093467,1786983574.123828,20.030361,39,21.884677,13.218558,0.273493,0
1,9,rest,rest,left,1786983574.123828,1786983579.225912,1786983599.270801,20.044889,39,242.207595,34.164583,0.127085,0
1,10,attention,rest,left,1786983599.270801,1786983604.293408,1786983624.440601,20.147193,42,152.943197,14.593328,0.277902,0
1,11,rest,rest,left,1786983624.440601,1786983629.544916,1786983649.602079,20.057163,39,214.566014,32.270971,0.198613,0
1,12,attention,rest,left,1786983649.602079,1786983655.094092,1786983675.143491,20.049399,39,19.954031,4.940705,0.454166,0
1,13,rest,rest,left,1786983675.143491,1786983680.393854,1786983700.443632,20.049778,39,637.93318,55.59929,0.032829,0
1,14,attention,rest,left,1786983700.443632,1786983705.560226,1786983725.724496,20.16427,42,33.7968,14.583615,0.28975,0
1,15,rest,rest,left,1786983725.724496,1786983731.194231,1786983751.248339,20.054107,39,1071.419914,24.322514,0.192966,0
1,16,attention,rest,left,1786983751.248339,1786983756.520248,1786983776.552053,20.031806,39,37.387889,16.930334,0.2523,0
1,17,rest,rest,left,1786983776.552053,1786983781.666298,1786983801.732537,20.066238,39,976.627538,41.812933,0.145813,0
1,18,attention,rest,left,1786983801.732537,1786983806.736077,1786983826.76033,20.024253,42,33.510261,10.031431,0.212287,0
1,19,rest,rest,left,1786983826.76033,1786983831.861709,1786983852.031516,20.169806,39,1087.182213,37.138119,0.110895,0
