run,trial_idx,a_state,b_state,b_direction,prompt_ts,start_ts,end_ts,duration_sec,n_samples,mean_alpha,mean_tbr,mean_ei,blink_count
1,0,rest,attention,left,1786978696.850693,1786978701.936808,1786978721.950474,20.013665,42,29.878385,1.104218,0.773615,2
1,1,rest,rest,right,1786978721.950474,1786978727.336763,1786978747.436676,20.099912,39,394.137776,3.588635,0.416105,6
1,2,rest,attention,right,1786978747.436676,1786978752.476813,1786978772.558066,20.081252,39,15.111131,1.713927,0.574242,1
1,3,rest,rest,left,1786978772.558066,1786978777.587152,1786978797.636383,20.049231,39,3903.990545,3.939182,0.480467,3
1,4,rest,attention,left,1786978797.636383,1786978802.720591,1786978822.812364,20.091774,42,104.257412,4.400097,0.51715,4
1,5,rest,rest,right,1786978822.812364,1786978827.836037,1786978848.037439,20.201401,39,189.644124,4.296923,0.202151,7
1,6,rest,attention,right,1786978848.037439,1786978853.084013,1786978873.157691,20.073678,39,60.984401,4.000021,0.313582,3
1,7,rest,rest,left,1786978873.157691,1786978878.187136,1786978898.24114,20.054003,40,570.291091,12.433924,0.206401,5
1,8,rest,attention,left,1786978898.24114,1786978903.337041,1786978923.370277,20.033236,42,32.749756,1.990706,0.410235,3
1,9,rest,rest,right,1786978923.370277,1786978928.386943,1786978948.53486,20.147917,39,159.522284,6.418504,0.359352,7
1,10,rest,attention,right,1786978948.53486,1786978953.569207,1786978973.745154,20.175947,39,32.965633,1.837559,0.412993,2
1,11,rest,rest,left,1786978973.745154,1786978978.808194,1786978999.046552,20.238358,39,165.577029,10.00477,0.264473,4
1,12,rest,attention,left,1786978999.046552,1786979004.13536,1786979024.534671,20.39931,43,66.348539,1.544006,0.525089,4
1,13,rest,rest,right,1786979024.534671,1786979029.60358,1786979049.691961,20.088381,39,53.471565,2.988835,0.367678,3
1,14,rest,attention,right,1786979049.691961,1786979054.722832,1786979074.884938,20.162106,38,65.759319,6.918361,0.441434,3
1,15,rest,rest,left,1786979074.884938,1786979080.035186,1786979100.185224,20.150038,39,1322.565058,21.135167,0.212957,6
1,16,rest,attention,left,1786979100.185224,1786979105.374645,1786979125.487765,20.11312,42,63.159366,2.149071,0.524767,2
1,17,rest,rest,right,1786979125.487765,1786979130.78574,1786979150.83514,20.0494,39,658.37305,37.344567,0.162256,5
1,18,rest,attention,right,1786979150.83514,1786979156.035559,1786979176.120821,20.085262,39,25.017473,2.947714,0.407941,2
1,19,rest,rest,left,1786979176.120821,1786979181.158501,1786979201.187364,20.028863,38,44.792892,7.323673,0.376024,3
