session_id,date,subject,subject_b,device_mode,metric,electrode,roles,run,trial_idx,a_state,b_state,b_direction,speed_intent,steer_intent,steer_direction,is_blink,latency_ms,mean_alpha,mean_tbr,mean_ei,blink_count
W_s14_ei_single_2026-08-18_1787072036,2026-08-18,W,,single,ei,,steering,1,7,rest,rest,left,0.506299,0.525808,1,1,0.812829,55.014807,2.02723,0.496465,2.0
W_s14_ei_single_2026-08-18_1787072036,2026-08-18,W,,single,ei,,steering,1,8,rest,attention,left,0.770834,0.633682,-1,1,0.874175,4908.237184,1.232808,0.879491,1.0
W_s14_ei_single_2026-08-18_1787072036,2026-08-18,W,,single,ei,,steering,1,9,rest,rest,right,0.812629,0.526344,-1,1,0.848825,7512.010502,18.546073,0.507692,6.0
W_s14_ei_single_2026-08-18_1787072036,2026-08-18,W,,single,ei,,steering,1,10,rest,attention,right,0.375392,0.502103,-1,0,0.834275,9.001087,1.907345,0.414716,0.0
W_s14_ei_single_2026-08-18_1787072036,2026-08-18,W,,single,ei,,steering,1,11,rest,rest,left,0.262156,0.5,-1,1,0.881537,1003.310893,26.169406,0.227961,4.0
W_s14_ei_single_2026-08-18_1787072036,2026-08-18,W,,single,ei,,steering,1,12,rest,attention,left,0.405931,0.51224,-1,0,0.8649,8.966169,2.09862,0.427134,0.0
W_s14_ei_single_2026-08-18_1787072036,2026-08-18,W,,single,ei,,steering,1,13,rest,rest,right,0.505909,0.526169,1,1,0.865025,3492.284117,1.760156,0.54266,1.0
W_s14_ei_single_2026-08-18_1787072036,2026-08-18,W,,single,ei,,steering,1,14,rest,attention,right,0.347451,0.502003,1,1,0.7918,69.673456,2.198786,0.396075,2.0
W_s14_ei_single_2026-08-18_1787072036,2026-08-18,W,,single,ei,,steering,1,15,rest,rest,left,0.256822,0.501705,1,1,0.842512,849.724247,5.703782,0.267264,4.0
W_s14_ei_single_2026-08-18_1787072036,2026-08-18,W,,single,ei,,steering,1,16,rest,attention,left,0.709572,0.608393,1,0,0.764976,126.485506,1.119823,0.892015,0.0
W_s14_ei_single_2026-08-18_1787072036,2026-08-18,W,,single,ei,,steering,1,17,rest,rest,right,0.528617,0.531515,1,1,0.82915,87.034246,1.424962,0.539852,2.0
W_s14_ei_single_2026-08-18_1787072036,2026-08-18,W,,single,ei,,steering,1,18,rest,attention,left,0.751145,0.622121,-1,1,0.7975,641.10402,1.058854,1.084671,1.0
W_s14_ei_single_2026-08-18_1787072036,2026-08-18,W,,single,ei,,steering,1,19,rest,rest,right,0.928448,0.598054,1,1,0.775275,4401.10121,1.103399,0.92652,4.0
