session_id,date,subject,subject_b,device_mode,metric,electrode,roles,run,trial_idx,a_state,b_state,b_direction,speed_intent,steer_intent,steer_direction,is_blink,latency_ms,mean_alpha,mean_tbr,mean_ei,blink_count
W_s13_tbr_single_2026-08-18_1787071143,2026-08-18,W,,single,tbr,,steering,1,0,rest,attention,left,0.903562,0.67146,-1,1,0.79085,5304.102649,1.755137,0.557095,1.0
W_s13_tbr_single_2026-08-18_1787071143,2026-08-18,W,,single,tbr,,steering,1,1,rest,rest,right,0.949021,0.599325,-1,1,0.810775,327.015528,1.445161,0.810816,4.0
W_s13_tbr_single_2026-08-18_1787071143,2026-08-18,W,,single,tbr,,steering,1,2,rest,attention,right,0.483467,0.577154,1,1,0.79185,1812650.739932,7.839905,0.52847,1.0
W_s13_tbr_single_2026-08-18_1787071143,2026-08-18,W,,single,tbr,,steering,1,3,rest,rest,left,0.750981,0.573769,-1,1,0.842075,1040951.586462,2.467417,0.376533,3.0
W_s13_tbr_single_2026-08-18_1787071143,2026-08-18,W,,single,tbr,,steering,1,4,rest,attention,left,0.653295,0.608832,-1,1,0.763585,3439.787976,3.208544,0.340954,2.0
W_s13_tbr_single_2026-08-18_1787071143,2026-08-18,W,,single,tbr,,steering,1,5,rest,rest,right,0.448565,0.512079,1,1,0.79675,111.882525,3.643884,0.233741,3.0
W_s13_tbr_single_2026-08-18_1787071143,2026-08-18,W,,single,tbr,,steering,1,6,rest,attention,right,0.798719,0.638819,1,0,0.760513,242.635596,2.29063,1.090546,0.0
W_s13_tbr_single_2026-08-18_1787071143,2026-08-18,W,,single,tbr,,steering,1,7,rest,rest,left,0.799301,0.571048,1,1,0.7653,305.53286,2.811723,0.660799,3.0
W_s13_tbr_single_2026-08-18_1787071143,2026-08-18,W,,single,tbr,,steering,1,8,rest,attention,left,0.977306,0.68475,1,1,0.752439,3714.174451,1.399877,0.723784,1.0
W_s13_tbr_single_2026-08-18_1787071143,2026-08-18,W,,single,tbr,,steering,1,9,rest,rest,right,0.602072,0.541627,1,1,0.76022,93.106964,3.766718,0.296768,4.0
W_s13_tbr_single_2026-08-18_1787071143,2026-08-18,W,,single,tbr,,steering,1,10,rest,attention,right,0.81532,0.643283,1,0,0.7773,71595.242806,2.063943,0.702239,0.0
W_s13_tbr_single_2026-08-18_1787071143,2026-08-18,W,,single,tbr,,steering,1,11,rest,rest,left,0.718843,0.55647,-1,1,0.82105,451.306048,3.341336,0.339106,3.0
W_s13_tbr_single_2026-08-18_1787071143,2026-08-18,W,,single,tbr,,steering,1,12,rest,attention,left,0.680583,0.618774,-1,0,0.791268,202271.367963,2.411397,1.130395,0.0
W_s13_tbr_single_2026-08-18_1787071143,2026-08-18,W,,single,tbr,,steering,1,13,rest,rest,right,0.759037,0.590463,-1,1,0.756125,1569.276215,2.220433,0.805713,1.0
W_s13_tbr_single_2026-08-18_1787071143,2026-08-18,W,,single,tbr,,steering,1,14,rest,attention,right,0.938794,0.688566,1,1,0.81585,1811.257273,0.878766,1.7055,2.0
W_s13_tbr_single_2026-08-18_1787071143,2026-08-18,W,,single,tbr,,steering,1,15,rest,rest,left,0.233065,0.505018,-1,1,0.86615,147.107918,8.095193,0.512963,7.0
W_s13_tbr_single_2026-08-18_1787071143,2026-08-18,W,,single,tbr,,steering,1,16,rest,attention,left,0.941339,0.695029,-1,0,0.830718,126.948784,1.332052,0.874221,0.0
W_s13_tbr_single_2026-08-18_1787071143,2026-08-18,W,,single,tbr,,steering,1,17,rest,rest,right,0.533974,0.54375,-1,1,0.8164,777.00462,5.520385,0.345092,5.0
W_s13_tbr_single_2026-08-18_1787071143,2026-08-18,W,,single,tbr,,steering,1,18,rest,attention,left,0.776428,0.618696,-1,1,0.826024,44.495998,2.480534,0.336534,1.0
W_s13_tbr_single_2026-08-18_1787071143,2026-08-18,W,,single,tbr,,steering,1,19,rest,rest,right,0.519175,0.529145,1,1,0.864575,39.122799,3.63516,0.23697,1.0
W_s14_ei_single_2026-08-18_1787072036,2026-08-18,W,,single,ei,,steering,1,0,rest,attention,left,0.54676,0.548954,-1,0,0.778325,537.001685,1.204772,0.760603,0.0
W_s14_ei_single_2026-08-18_1787072036,2026-08-18,W,,single,ei,,steering,1,1,rest,rest,right,0.605985,0.550724,-1,0,0.8301,772.578812,1.221366,0.616862,0.0
W_s14_ei_single_2026-08-18_1787072036,2026-08-18,W,,single,ei,,steering,1,2,rest,attention,right,0.721594,0.603809,1,1,0.782268,545.964954,1.043908,0.857424,3.0
W_s14_ei_single_2026-08-18_1787072036,2026-08-18,W,,single,ei,,steering,1,3,rest,rest,left,0.830737,0.627295,1,1,0.744128,17246.408371,0.925624,0.949273,1.0
W_s14_ei_single_2026-08-18_1787072036,2026-08-18,W,,single,ei,,steering,1,4,rest,attention,left,0.840003,0.672614,-1,1,0.769575,821.789429,0.893948,1.681981,2.0
W_s14_ei_single_2026-08-18_1787072036,2026-08-18,W,,single,ei,,steering,1,5,rest,rest,right,0.745173,0.590451,-1,1,0.759707,12.398122,1.00033,0.718856,2.0
W_s14_ei_single_2026-08-18_1787072036,2026-08-18,W,,single,ei,,steering,1,6,rest,attention,right,0.858961,0.667399,-1,1,0.80522,26438.662805,1.125492,1.040691,1.0
