run,trial_idx,a_state,b_state,b_direction,prompt_ts,start_ts,end_ts,duration_sec,n_samples,mean_alpha,mean_tbr,mean_ei,blink_count
1,0,attention,rest,left,1787129492.587037,1787129497.649893,1787129517.730305,20.080412,39,31.964288,4.295247,0.274963,0
1,1,rest,rest,left,1787129517.730305,1787129523.081337,1787129543.21294,20.131603,40,126.7576,18.287464,0.093339,0
1,2,attention,rest,left,1787129543.21294,1787129548.3309,1787129568.779269,20.448369,42,16.343265,3.898364,0.38768,0
1,3,rest,rest,left,1787129568.779269,1787129574.030916,1787129594.429922,20.399006,42,94.819239,17.633196,0.123979,0
1,4,attention,rest,left,1787129594.429922,1787129599.574548,1787129619.680314,20.105767,39,28.238508,5.76297,0.280868,0
1,5,rest,rest,left,1787129619.680314,1787129625.028674,1787129645.15214,20.123467,40,805.652011,18.378682,0.10046,0
1,6,attention,rest,left,1787129645.15214,1787129650.231057,1787129670.580438,20.349381,40,37.050805,9.559276,0.257124,0
1,7,rest,rest,left,1787129670.580438,1787129675.930236,1787129696.380799,20.450563,42,131.125101,18.542389,0.094292,0
1,8,attention,rest,left,1787129696.380799,1787129701.519553,1787129721.630886,20.111333,39,42.180189,6.792208,0.219884,0
1,9,rest,rest,left,1787129721.630886,1787129726.980478,1787129747.114172,20.133694,40,431.111766,27.180433,0.118074,0
1,10,attention,rest,left,1787129747.114172,1787129752.231443,1787129772.528861,20.297417,40,31.946352,2.857076,0.313676,0
1,11,rest,rest,left,1787129772.528861,1787129777.881045,1787129798.33016,20.449115,42,5455.992386,41.034994,0.112941,0
1,12,attention,rest,left,1787129798.33016,1787129803.580851,1787129824.031564,20.450713,42,35.201095,5.21145,0.340058,0
1,13,rest,rest,left,1787129824.031564,1787129829.119629,1787129849.230531,20.110902,39,169.79166,13.415128,0.113509,0
1,14,attention,rest,left,1787129849.230531,1787129854.414081,1787129874.479524,20.065443,39,20.394187,4.131835,0.400389,0
1,15,rest,rest,left,1787129874.479524,1787129879.830592,1787129900.230788,20.400195,42,72.671276,12.471195,0.152539,0
1,16,attention,rest,left,1787129900.230788,1787129905.530502,1787129925.930312,20.39981,42,16.645021,2.800151,0.385505,0
1,17,rest,rest,left,1787129925.930312,1787129931.040488,1787129951.181098,20.140609,39,4508.430371,63.389793,0.046311,0
1,18,attention,rest,left,1787129951.181098,1787129956.362708,1787129976.379676,20.016968,39,46.546435,7.730837,0.150059,0
1,19,rest,rest,left,1787129976.379676,1787129981.729871,1787130001.949502,20.219631,40,457.385026,54.949349,0.072211,0
