run,trial_idx,a_state,b_state,b_direction,prompt_ts,start_ts,end_ts,duration_sec,n_samples,mean_alpha,mean_tbr,mean_ei,blink_count
1,0,attention,rest,left,1787216519.823972,1787216524.827142,1787216545.17634,20.349197,39,10.898042,1.786523,0.460011,0
1,1,rest,rest,left,1787216545.17634,1787216550.254819,1787216570.553421,20.298602,39,2184.681232,14.854245,0.141961,0
1,2,attention,rest,left,1787216570.553421,1787216575.926637,1787216596.068602,20.141964,43,45.721398,7.81896,0.385895,0
1,3,rest,rest,left,1787216596.068602,1787216602.826769,1787216623.176677,20.349908,43,1084.02701,10.02709,0.172211,0
1,4,attention,rest,left,1787216623.176677,1787216628.370763,1787216648.675805,20.305042,39,10.83993,1.83792,0.454532,0
1,5,rest,rest,left,1787216648.675805,1787216653.692588,1787216673.727005,20.034418,38,244.391303,25.877342,0.11164,0
1,6,attention,rest,left,1787216673.727005,1787216678.899224,1787216699.325822,20.426599,43,215.319372,9.908243,0.338324,0
1,7,rest,rest,left,1787216699.325822,1787216704.867611,1787216725.226252,20.358641,43,1008.182828,12.716491,0.116042,0
1,8,attention,rest,left,1787216725.226252,1787216730.392856,1787216750.718738,20.325882,39,44.805563,3.546626,0.403373,0
1,9,rest,rest,left,1787216750.718738,1787216755.738588,1787216775.876912,20.138324,38,7265.217303,17.260786,0.150148,0
1,10,attention,rest,left,1787216775.876912,1787216780.919235,1787216801.276511,20.357276,43,100.972625,3.63384,1.630902,0
1,11,rest,rest,left,1787216801.276511,1787216807.667962,1787216827.732085,20.064123,42,122716.684467,29.94309,0.049606,0
1,12,attention,rest,left,1787216827.732085,1787216832.975339,1787216853.375922,20.400584,39,70.842165,1.811796,0.41932,0
1,13,rest,rest,left,1787216853.375922,1787216858.377803,1787216878.427011,20.049207,38,1253.464345,13.947417,0.146627,0
1,14,attention,rest,left,1787216878.427011,1787216883.626697,1787216903.757766,20.131069,43,835.264312,3.409318,2.940103,0
1,15,rest,rest,left,1787216903.757766,1787216910.356133,1787216930.376158,20.020024,42,420.972641,78.908685,0.086521,0
1,16,attention,rest,left,1787216930.376158,1787216935.432701,1787216955.525219,20.092519,38,106.770605,0.644295,0.5652,0
1,17,rest,rest,left,1787216955.525219,1787216960.725259,1787216980.726972,20.001714,39,2393.020457,35.257242,0.091565,0
1,18,attention,rest,left,1787216980.726972,1787216985.741318,1787217005.926252,20.184934,43,4615.099207,1.002724,2.769144,0
1,19,rest,rest,left,1787217005.926252,1787217013.158696,1787217033.197857,20.03916,43,2387.449202,26.847833,0.062002,0
