run,trial_idx,phase,wall_ts,a_state,b_state,b_direction
1,0,prompt,1787071149.66475,rest,attention,left
1,1,prompt,1787071174.886053,rest,rest,right
1,2,prompt,1787071200.433955,rest,attention,right
1,3,prompt,1787071225.98755,rest,rest,left
1,4,prompt,1787071251.388486,rest,attention,left
1,5,prompt,1787071276.887415,rest,rest,right
1,6,prompt,1787071302.437186,rest,attention,right
1,7,prompt,1787071327.483566,rest,rest,left
1,8,prompt,1787071352.488628,rest,attention,left
1,9,prompt,1787071378.08563,rest,rest,right
1,10,prompt,1787071403.900873,rest,attention,right
1,11,prompt,1787071429.214869,rest,rest,left
1,12,prompt,1787071454.545412,rest,attention,left
1,13,prompt,1787071479.724028,rest,rest,right
1,14,prompt,1787071504.987664,rest,attention,right
1,15,prompt,1787071530.588342,rest,rest,left
1,16,prompt,1787071556.136802,rest,attention,left
1,17,prompt,1787071581.1871,rest,rest,right
1,18,prompt,1787071606.349322,rest,attention,left
1,19,prompt,1787071631.854432,rest,rest,right
