run,trial_idx,a_state,b_state,b_direction,prompt_ts,start_ts,end_ts,duration_sec,n_samples,mean_alpha,mean_tbr,mean_ei,blink_count
1,0,rest,attention,left,1787071149.66475,1787071154.78534,1787071174.886053,20.100713,40,5304.102649,1.755137,0.557095,1
1,1,rest,rest,right,1787071174.886053,1787071180.136098,1787071200.433955,20.297857,40,327.015528,1.445161,0.810816,4
1,2,rest,attention,right,1787071200.433955,1787071205.518456,1787071225.98755,20.469094,40,1812650.739932,7.839905,0.52847,1
1,3,rest,rest,left,1787071225.98755,1787071231.226085,1787071251.388486,20.162401,40,1040951.586462,2.467417,0.376533,3
1,4,rest,attention,left,1787071251.388486,1787071256.437993,1787071276.887415,20.449421,41,3439.787976,3.208544,0.340954,2
1,5,rest,rest,right,1787071276.887415,1787071282.083058,1787071302.437186,20.354128,40,111.882525,3.643884,0.233741,3
1,6,rest,attention,right,1787071302.437186,1787071307.467766,1787071327.483566,20.0158,39,242.635596,2.29063,1.090546,0
1,7,rest,rest,left,1787071327.483566,1787071332.485281,1787071352.488628,20.003347,40,305.53286,2.811723,0.660799,3
1,8,rest,attention,left,1787071352.488628,1787071357.986772,1787071378.08563,20.098859,41,3714.174451,1.399877,0.723784,1
1,9,rest,rest,right,1787071378.08563,1787071383.487445,1787071403.900873,20.413428,41,93.106964,3.766718,0.296768,4
1,10,rest,attention,right,1787071403.900873,1787071409.150033,1787071429.214869,20.064836,40,71595.242806,2.063943,0.702239,0
1,11,rest,rest,left,1787071429.214869,1787071434.537195,1787071454.545412,20.008217,40,451.306048,3.341336,0.339106,3
1,12,rest,attention,left,1787071454.545412,1787071459.584075,1787071479.724028,20.139953,41,202271.367963,2.411397,1.130395,0
1,13,rest,rest,right,1787071479.724028,1787071484.975495,1787071504.987664,20.012168,40,1569.276215,2.220433,0.805713,1
1,14,rest,attention,right,1787071504.987664,1787071510.143033,1787071530.588342,20.445309,40,1811.257273,0.878766,1.7055,2
1,15,rest,rest,left,1787071530.588342,1787071535.859504,1787071556.136802,20.277298,40,147.107918,8.095193,0.512963,7
1,16,rest,attention,left,1787071556.136802,1787071561.178602,1787071581.1871,20.008498,39,126.948784,1.332052,0.874221,0
1,17,rest,rest,right,1787071581.1871,1787071586.269334,1787071606.349322,20.079988,40,777.00462,5.520385,0.345092,5
1,18,rest,attention,left,1787071606.349322,1787071611.687684,1787071631.854432,20.166747,41,44.495998,2.480534,0.336534,1
1,19,rest,rest,right,1787071631.854432,1787071637.037357,1787071657.185997,20.14864,40,39.122799,3.63516,0.23697,1
