run,trial_idx,a_state,b_state,b_direction,prompt_ts,start_ts,end_ts,duration_sec,n_samples,mean_alpha,mean_tbr,mean_ei,blink_count
1,0,rest,attention,left,1786963968.193651,1786963973.378242,1786963993.59848,20.220238,40,31.643489,2.04094,0.409268,1
1,1,rest,rest,right,1786963993.59848,1786963998.636883,1786964018.979856,20.342973,39,111.7424,15.30386,0.232781,4
1,2,rest,attention,right,1786964018.979856,1786964024.279281,1786964044.287713,20.008432,40,36.774476,3.57993,0.233964,1
1,3,rest,rest,left,1786964044.287713,1786964049.418099,1786964069.428861,20.010763,41,790.5669,37.727967,0.13078,6
1,4,rest,attention,left,1786964069.428861,1786964074.728035,1786964094.737432,20.009396,40,47.863247,3.745199,0.247165,1
1,5,rest,rest,right,1786964094.737432,1786964099.886625,1786964119.929766,20.043141,39,49.95165,32.265943,0.283739,3
1,6,rest,attention,right,1786964119.929766,1786964125.279797,1786964145.551542,20.271745,40,54.788554,3.641366,0.344773,3
1,7,rest,rest,left,1786964145.551542,1786964150.573708,1786964170.880195,20.306487,41,576.336874,22.385293,0.35252,5
1,8,rest,attention,left,1786964170.880195,1786964176.729058,1786964197.079116,20.350059,42,58.803138,3.680816,0.26744,1
1,9,rest,rest,right,1786964197.079116,1786964202.084711,1786964222.379319,20.294608,39,837.900453,32.41062,0.173087,4
1,10,rest,attention,right,1786964222.379319,1786964227.56059,1786964247.629153,20.068564,39,20.538631,6.830123,0.237789,1
1,11,rest,rest,left,1786964247.629153,1786964252.928887,1786964273.280697,20.35181,42,117.004566,7.56996,0.169511,5
1,12,rest,attention,left,1786964273.280697,1786964278.679281,1786964299.029767,20.350487,42,46.389773,4.453431,0.198022,2
1,13,rest,rest,right,1786964299.029767,1786964304.37916,1786964324.77915,20.39999,40,695.375597,15.077607,0.140347,3
1,14,rest,attention,right,1786964324.77915,1786964330.080052,1786964350.096101,20.016049,40,19.981863,3.51232,0.316895,0
1,15,rest,rest,left,1786964350.096101,1786964355.262076,1786964376.228328,20.966253,41,147.155764,5.69386,0.346911,5
1,16,rest,attention,left,1786964376.228328,1786964381.236271,1786964401.289884,20.053613,41,112.797993,8.6248,0.20041,4
1,17,rest,rest,right,1786964401.289884,1786964406.323721,1786964426.729937,20.406216,39,15843.852519,21.439295,0.124031,2
1,18,rest,attention,right,1786964426.729937,1786964432.030221,1786964452.428952,20.398731,40,23.632735,4.463367,0.271681,1
1,19,rest,rest,left,1786964452.428952,1786964457.778826,1786964478.179898,20.401073,40,298.629612,12.724378,0.186696,5
