run,trial_idx,phase,wall_ts,a_state,b_state,b_direction
1,0,prompt,1787131106.014557,attention,rest,left
1,1,prompt,1787131131.877492,rest,rest,left
1,2,prompt,1787131157.100412,attention,rest,left
1,3,prompt,1787131182.850195,rest,rest,left
1,4,prompt,1787131208.099027,attention,rest,left
1,5,prompt,1787131233.35,rest,rest,left
1,6,prompt,1787131258.998703,attention,rest,left
1,7,prompt,1787131285.073324,rest,rest,left
1,8,prompt,1787131310.499404,attention,rest,left
1,9,prompt,1787131336.249494,rest,rest,left
1,10,prompt,1787131361.450211,attention,rest,left
1,11,prompt,1787131386.698246,rest,rest,left
1,12,prompt,1787131411.947207,attention,rest,left
1,13,prompt,1787131437.199349,rest,rest,left
1,14,prompt,1787131462.899586,attention,rest,left
1,15,prompt,1787131488.59856,rest,rest,left
1,16,prompt,1787131513.878818,attention,rest,left
1,17,prompt,1787131539.150534,rest,rest,left
1,18,prompt,1787131564.698617,attention,rest,left
1,19,prompt,1787131589.806744,rest,rest,left
