session_id,date,subject,subject_b,device_mode,metric,electrode,roles,run,trial_idx,a_state,b_state,b_direction,speed_intent,steer_intent,steer_direction,clean_switch,is_blink,latency_ms,mean_alpha,mean_tbr,mean_ei,blink_count
G_s6_tbr_single_2026-08-20_1787215014,2026-08-20,G,,single,tbr,,steering,1,18,rest,attention,left,0.846153,0.673645,-1,1,0,0.757209,11.200925,1.576622,0.48964,0.0
G_s6_tbr_single_2026-08-20_1787215014,2026-08-20,G,,single,tbr,,steering,1,19,rest,rest,right,0.10266,0.506429,-1,,1,0.813767,85.306534,5.228695,0.195327,2.0
G_s7_alpha_single_2026-08-20_1787215669,2026-08-20,G,,single,alpha,,speed,1,0,attention,rest,left,0.145246,0.502716,1,,0,0.799721,9.918989,1.666734,0.434352,0.0
G_s7_alpha_single_2026-08-20_1787215669,2026-08-20,G,,single,alpha,,speed,1,1,rest,rest,left,0.0,0.5,1,,0,0.811615,17.404526,3.116429,0.326349,0.0
G_s7_alpha_single_2026-08-20_1787215669,2026-08-20,G,,single,alpha,,speed,1,2,attention,rest,left,0.025921,0.5,1,,0,0.804447,11.996487,1.689878,0.451491,0.0
G_s7_alpha_single_2026-08-20_1787215669,2026-08-20,G,,single,alpha,,speed,1,3,rest,rest,left,0.014379,0.5,1,,0,0.794233,1566.45765,10.952259,0.185172,0.0
G_s7_alpha_single_2026-08-20_1787215669,2026-08-20,G,,single,alpha,,speed,1,4,attention,rest,left,0.011241,0.5,1,,0,0.733233,17586.535339,7.351345,0.378371,0.0
G_s7_alpha_single_2026-08-20_1787215669,2026-08-20,G,,single,alpha,,speed,1,5,rest,rest,left,0.0,0.5,1,,0,0.740184,8259.91129,31.313671,0.131335,0.0
G_s7_alpha_single_2026-08-20_1787215669,2026-08-20,G,,single,alpha,,speed,1,6,attention,rest,left,0.093055,0.505871,1,,0,0.849077,9.892526,2.121474,0.458249,0.0
G_s7_alpha_single_2026-08-20_1787215669,2026-08-20,G,,single,alpha,,speed,1,7,rest,rest,left,0.0,0.5,1,,0,0.792143,393.398776,75.203504,0.041137,0.0
G_s7_alpha_single_2026-08-20_1787215669,2026-08-20,G,,single,alpha,,speed,1,8,attention,rest,left,0.049865,0.5,1,,0,0.796953,25.015756,16.671088,0.379983,0.0
G_s7_alpha_single_2026-08-20_1787215669,2026-08-20,G,,single,alpha,,speed,1,9,rest,rest,left,0.0,0.5,1,,0,0.798538,81.312887,10.533756,0.163318,0.0
G_s7_alpha_single_2026-08-20_1787215669,2026-08-20,G,,single,alpha,,speed,1,10,attention,rest,left,0.105668,0.510146,1,,0,0.754615,43.140372,3.208085,0.401523,0.0
G_s7_alpha_single_2026-08-20_1787215669,2026-08-20,G,,single,alpha,,speed,1,11,rest,rest,left,0.0,0.5,1,,0,0.810442,6619.398091,15.803732,0.14955,0.0
G_s7_alpha_single_2026-08-20_1787215669,2026-08-20,G,,single,alpha,,speed,1,12,attention,rest,left,0.056902,0.500531,1,,0,0.765907,10.530004,1.696882,0.540433,0.0
G_s7_alpha_single_2026-08-20_1787215669,2026-08-20,G,,single,alpha,,speed,1,13,rest,rest,left,0.0,0.5,1,,0,0.851051,144045.765322,15.382183,0.114087,0.0
G_s7_alpha_single_2026-08-20_1787215669,2026-08-20,G,,single,alpha,,speed,1,14,attention,rest,left,0.0,0.5,1,,0,0.807769,41.128171,1.370679,0.543196,0.0
G_s7_alpha_single_2026-08-20_1787215669,2026-08-20,G,,single,alpha,,speed,1,15,rest,rest,left,0.0,0.5,1,,0,0.731233,973.567933,17.895123,0.092446,0.0
G_s7_alpha_single_2026-08-20_1787215669,2026-08-20,G,,single,alpha,,speed,1,16,attention,rest,left,0.195604,0.504757,1,,0,0.79219,9.77886,1.453143,0.56557,0.0
G_s7_alpha_single_2026-08-20_1787215669,2026-08-20,G,,single,alpha,,speed,1,17,rest,rest,left,0.0,0.5,1,,0,0.772237,2156.999275,11.613525,0.119706,0.0
