run,trial_idx,a_state,b_state,b_direction,prompt_ts,start_ts,end_ts,duration_sec,n_samples,mean_alpha,mean_tbr,mean_ei,blink_count
1,0,rest,attention,left,1787045329.169155,1787045334.439643,1787045354.489088,20.049445,38,1200.078778,1.928989,0.565595,3
1,1,rest,rest,right,1787045354.489088,1787045359.60567,1787045379.891225,20.285556,43,28032.446952,10.153495,0.391766,4
1,2,rest,attention,right,1787045379.891225,1787045384.946079,1787045404.989031,20.042952,38,310.967532,2.341081,0.339761,1
1,3,rest,rest,left,1787045404.989031,1787045410.119077,1787045430.290578,20.171501,38,230.020656,2.203914,0.627488,2
1,4,rest,attention,left,1787045430.290578,1787045435.338877,1787045457.091435,21.752558,42,67.751024,1.541435,0.471636,1
1,5,rest,rest,right,1787045457.091435,1787045462.109023,1787045482.488668,20.379645,43,1427.722882,2.607411,0.359002,3
1,6,rest,attention,right,1787045482.488668,1787045487.608491,1787045507.888982,20.280491,38,17.784278,3.372218,0.296126,2
1,7,rest,rest,left,1787045507.888982,1787045512.96458,1787045532.989311,20.024731,37,4085.798411,33.397776,0.405245,3
1,8,rest,attention,left,1787045532.989311,1787045538.067822,1787045560.01514,21.947318,43,1299.755737,2.796857,0.303707,4
1,9,rest,rest,right,1787045560.01514,1787045565.090688,1787045585.442241,20.351553,42,1866.665005,3.410881,0.382181,2
1,10,rest,attention,right,1787045585.442241,1787045590.538508,1787045610.642465,20.103957,40,690.571903,1.824324,0.424161,1
1,11,rest,rest,left,1787045610.642465,1787045615.789771,1787045635.951182,20.161411,40,12376.591321,1.873122,0.482646,1
1,12,rest,attention,left,1787045635.951182,1787045641.03837,1787045661.288644,20.250274,40,1753.001331,2.003678,0.428622,0
1,13,rest,rest,right,1787045661.288644,1787045666.332498,1787045686.520581,20.188084,41,3863.883482,2.679274,0.566318,1
1,14,rest,attention,right,1787045686.520581,1787045691.732872,1787045711.955993,20.223121,41,73.734198,1.6453,0.484542,0
1,15,rest,rest,left,1787045711.955993,1787045717.040486,1787045737.190334,20.149849,39,305.796765,5.579463,0.22581,5
1,16,rest,attention,left,1787045737.190334,1787045742.431327,1787045762.455676,20.024349,40,229.385031,2.305997,0.354774,2
1,17,rest,rest,right,1787045762.455676,1787045767.686156,1787045787.89131,20.205154,41,450.862739,8.734336,0.183713,5
1,18,rest,attention,right,1787045787.89131,1787045793.03828,1787045813.540909,20.502629,42,201.729187,1.650891,0.567307,2
1,19,rest,rest,left,1787045813.540909,1787045818.618925,1787045838.690248,20.071323,39,5021.187042,2.019081,0.535738,2
