run,trial_idx,a_state,b_state,b_direction,prompt_ts,start_ts,end_ts,duration_sec,n_samples,mean_alpha,mean_tbr,mean_ei,blink_count
1,0,rest,attention,left,1787162996.51446,1787163001.640084,1787163021.769117,20.129033,38,27.991062,1.928485,0.452251,1
1,1,rest,rest,right,1787163021.769117,1787163026.925542,1787163047.199269,20.273726,39,279.887926,1.992891,0.70697,2
1,2,rest,attention,right,1787163047.199269,1787163052.299044,1787163072.65345,20.354407,43,13.943139,1.871684,0.472224,1
1,3,rest,rest,left,1787163072.65345,1787163077.774277,1787163097.925741,20.151464,39,78.604892,1.388026,0.852219,2
1,4,rest,attention,left,1787163097.925741,1787163103.420048,1787163123.422709,20.002661,38,436.468318,0.978423,0.785993,1
1,5,rest,rest,right,1787163123.422709,1787163128.571735,1787163148.779664,20.207929,39,181.912613,1.431082,2.044358,2
1,6,rest,attention,right,1787163148.779664,1787163154.118895,1787163174.284186,20.165291,43,985.873205,0.954517,0.949657,1
2,0,rest,attention,left,1787163296.256521,1787163301.574578,1787163322.021639,20.447061,39,79.857858,2.443665,0.419981,1
2,1,rest,rest,right,1787163322.021639,1787163327.215723,1787163347.224688,20.008965,42,47.845227,1.62862,0.628029,1
2,2,rest,attention,right,1787163347.224688,1787163352.48596,1787163372.696151,20.210191,42,8.344721,1.684289,0.475919,0
2,3,rest,rest,left,1787163372.696151,1787163377.922624,1787163398.173225,20.250602,39,35.531026,1.226228,0.642547,1
2,4,rest,attention,left,1787163398.173225,1787163403.282058,1787163423.491931,20.209873,39,53.358816,1.088397,0.743236,2
2,5,rest,rest,right,1787163423.491931,1787163428.556443,1787163448.825137,20.268694,42,207.239605,8.984939,0.463944,4
2,6,rest,attention,right,1787163448.825137,1787163453.874804,1787163474.322638,20.447834,43,70.687701,1.140721,0.933375,1
2,7,rest,rest,left,1787163474.322638,1787163479.362375,1787163499.573864,20.21149,39,53.074502,2.816222,0.295056,1
2,8,rest,attention,left,1787163499.573864,1787163504.611865,1787163524.775086,20.163222,38,12.873164,1.496534,0.55845,0
2,9,rest,rest,right,1787163524.775086,1787163530.024738,1787163550.474594,20.449856,43,41.460034,1.895435,0.535406,2
3,0,rest,attention,left,1787163717.956062,1787163723.216554,1787163743.449107,20.232554,39,70.116615,4.711137,0.749649,2
3,1,rest,rest,right,1787163743.449107,1787163748.770203,1787163769.157374,20.38717,39,199.130487,1.777084,0.561686,3
3,2,rest,attention,right,1787163769.157374,1787163774.516256,1787163794.564876,20.04862,39,25.757761,1.073012,0.819792,2
3,3,rest,rest,left,1787163794.564876,1787163799.815095,1787163820.165962,20.350867,43,88.672359,2.187208,0.317624,3
3,4,rest,attention,left,1787163820.165962,1787163827.166275,1787163847.715297,20.549022,43,10.200239,1.986463,0.407534,0
3,5,rest,rest,right,1787163847.715297,1787163852.834775,1787163873.0754,20.240625,39,734.366983,0.992479,0.847006,2
3,6,rest,attention,right,1787163873.0754,1787163878.090667,1787163898.115215,20.024547,38,14.655088,1.870275,0.71008,1
3,7,rest,rest,left,1787163898.115215,1787163903.273863,1787163923.765826,20.491962,43,4187.523576,87.71221,0.243843,4
3,8,rest,attention,left,1787163923.765826,1787163928.768307,1787163948.81582,20.047513,42,8.904238,1.50242,0.688724,1
3,9,rest,rest,right,1787163948.81582,1787163954.015258,1787163974.265738,20.25048,39,118.105224,2.068279,0.577996,5
3,10,rest,attention,right,1787163974.265738,1787163979.311799,1787163999.561969,20.25017,39,9.907093,1.282385,0.663726,0
3,11,rest,rest,left,1787163999.561969,1787164004.621999,1787164024.867043,20.245044,42,286.678686,1.590445,0.579386,2
3,12,rest,attention,left,1787164024.867043,1787164030.79208,1787164050.866024,20.073944,42,23.450483,0.952028,0.857354,1
3,13,rest,rest,right,1787164050.866024,1787164056.116804,1787164076.316096,20.199292,39,508.917017,5.505799,0.696019,2
3,14,rest,attention,right,1787164076.316096,1787164081.332972,1787164101.416316,20.083343,38,61.182243,1.005027,0.718903,1
3,15,rest,rest,left,1787164101.416316,1787164106.664645,1787164126.87598,20.211336,43,48.721105,1.142142,0.793075,3
3,16,rest,attention,left,1787164126.87598,1787164132.775819,1787164152.832651,20.056833,42,8.531189,0.856649,0.933032,0
3,17,rest,rest,right,1787164152.832651,1787164158.21584,1787164178.347121,20.131281,39,37.907068,1.428649,0.773062,2
3,18,rest,attention,left,1787164178.347121,1787164183.616229,1787164203.627946,20.011717,39,9.668704,0.966682,0.700721,0
3,19,rest,rest,right,1787164203.627946,1787164208.76478,1787164228.905275,20.140495,43,149.530598,1.050754,1.183334,1
