run,trial_idx,a_state,b_state,b_direction,prompt_ts,start_ts,end_ts,duration_sec,n_samples,mean_alpha,mean_tbr,mean_ei,blink_count
1,0,attention,rest,left,1787051245.439858,1787051250.520606,1787051271.071914,20.551308,41,20.71311,2.607199,0.54199,0
1,1,rest,rest,left,1787051271.071914,1787051276.084211,1787051296.571839,20.487628,40,20745.646004,7.724334,0.251665,0
1,2,attention,rest,left,1787051296.571839,1787051301.753411,1787051322.071515,20.318104,40,9166.626703,1.561733,0.836274,0
1,3,rest,rest,left,1787051322.071515,1787051327.09012,1787051347.170098,20.079978,40,693.946647,5.938832,0.274499,0
1,4,attention,rest,left,1787051347.170098,1787051352.327754,1787051372.523213,20.195459,40,37.295538,1.222817,1.096972,0
1,5,rest,rest,left,1787051372.523213,1787051377.670412,1787051397.671427,20.001016,40,2058.935397,4.852225,0.311224,0
1,6,attention,rest,left,1787051397.671427,1787051402.672023,1787051422.722039,20.050016,40,57.627706,2.318895,0.378959,0
1,7,rest,rest,left,1787051422.722039,1787051427.732284,1787051448.221941,20.489657,41,336.70216,10.062021,0.215572,0
1,8,attention,rest,left,1787051448.221941,1787051453.271946,1787051473.321358,20.049412,40,14.381514,2.340352,0.40062,0
1,9,rest,rest,left,1787051473.321358,1787051478.337023,1787051498.513621,20.176598,40,689.451713,4.396636,0.297253,0
1,10,attention,rest,left,1787051498.513621,1787051503.820415,1787051523.821774,20.00136,40,13.858164,1.785318,0.42742,0
1,11,rest,rest,left,1787051523.821774,1787051529.327139,1787051549.373181,20.046042,40,1382.180358,5.25902,0.391917,0
1,12,attention,rest,left,1787051549.373181,1787051554.823787,1787051574.920201,20.096414,40,24.74287,2.854336,0.789932,0
1,13,rest,rest,left,1787051574.920201,1787051579.972245,1787051600.102616,20.130371,41,228.323154,5.948781,0.311262,0
1,14,attention,rest,left,1787051600.102616,1787051605.421365,1787051625.470505,20.049139,40,15.54752,1.453234,0.534174,0
1,15,rest,rest,left,1787051625.470505,1787051630.472709,1787051650.571849,20.09914,40,48.039578,5.719249,0.258685,0
1,16,attention,rest,left,1787051650.571849,1787051655.716561,1787051676.021834,20.305273,40,25.619011,2.176451,0.42147,0
1,17,rest,rest,left,1787051676.021834,1787051681.100428,1787051701.621896,20.521467,41,44.701916,3.876196,0.278283,0
1,18,attention,rest,left,1787051701.621896,1787051706.716695,1787051727.121453,20.404758,40,62.983195,3.612755,0.437533,0
1,19,rest,rest,left,1787051727.121453,1787051732.122691,1787051752.672853,20.550162,41,28.329216,2.89822,0.459358,0
