run,trial_idx,a_state,b_state,b_direction,prompt_ts,start_ts,end_ts,duration_sec,n_samples,mean_alpha,mean_tbr,mean_ei,blink_count
1,0,attention,rest,left,1787164359.275415,1787164364.292258,1787164384.489327,20.197069,39,12.783482,6.447175,0.667526,0
1,1,rest,rest,left,1787164384.489327,1787164389.673393,1787164409.84351,20.170117,38,32.51843,3.397121,0.460687,0
1,2,attention,rest,left,1787164409.84351,1787164414.894083,1787164435.24635,20.352268,43,17.535979,3.151482,0.689786,0
1,3,rest,rest,left,1787164435.24635,1787164440.398719,1787164460.445287,20.046568,43,40.956668,2.280973,0.536074,0
1,4,attention,rest,left,1787164460.445287,1787164465.489496,1787164485.782455,20.292959,39,12.282408,4.301885,0.432893,0
1,5,rest,rest,left,1787164485.782455,1787164490.993189,1787164511.055156,20.061966,39,25.735848,1.147949,0.752223,0
1,6,attention,rest,left,1787164511.055156,1787164516.254964,1787164536.344735,20.089771,42,9.482369,1.111109,0.727205,0
1,7,rest,rest,left,1787164536.344735,1787164541.594001,1787164561.74925,20.155249,43,24.309001,1.344888,0.620472,0
1,8,attention,rest,left,1787164561.74925,1787164567.045737,1787164587.092916,20.047179,39,7.457935,1.517806,0.598947,0
1,9,rest,rest,left,1787164587.092916,1787164592.120676,1787164612.340649,20.219973,39,36.814081,1.458468,0.791035,0
1,10,attention,rest,left,1787164612.340649,1787164617.69261,1787164637.995687,20.303077,43,15.969923,1.037978,0.796776,0
1,11,rest,rest,left,1787164637.995687,1787164643.180051,1787164663.641578,20.461528,43,32.081556,2.034491,0.446071,0
1,12,attention,rest,left,1787164663.641578,1787164668.842948,1787164689.060988,20.21804,39,14.897413,1.028343,0.920932,0
1,13,rest,rest,left,1787164689.060988,1787164694.11428,1787164714.340555,20.226275,39,29.70924,2.440423,0.398988,0
1,14,attention,rest,left,1787164714.340555,1787164719.344881,1787164739.742186,20.397305,43,12.712378,1.447942,0.707356,0
1,15,rest,rest,left,1787164739.742186,1787164744.770644,1787164764.791484,20.02084,42,23.015496,1.995952,0.537248,0
1,16,attention,rest,left,1787164764.791484,1787164769.991585,1787164790.29184,20.300256,39,12.12061,2.696655,0.503833,0
1,17,rest,rest,left,1787164790.29184,1787164795.32313,1787164815.560769,20.237639,39,187.891569,4.235551,0.594817,0
1,18,attention,rest,left,1787164815.560769,1787164820.587533,1787164840.921844,20.334311,42,11.364586,1.487579,0.543854,0
1,19,rest,rest,left,1787164840.921844,1787164846.444431,1787164866.477122,20.032691,43,261.660455,4.99999,0.567805,0
