run,trial_idx,a_state,b_state,b_direction,prompt_ts,start_ts,end_ts,duration_sec,n_samples,mean_alpha,mean_tbr,mean_ei,blink_count
1,0,attention,rest,left,1787215672.060365,1787215679.444776,1787215699.694444,20.249668,43,9.918989,1.666734,0.434352,0
1,1,rest,rest,left,1787215699.694444,1787215704.895072,1787215725.244736,20.349664,39,17.404526,3.116429,0.326349,0
1,2,attention,rest,left,1787215725.244736,1787215730.288238,1787215750.343512,20.055274,38,11.996487,1.689878,0.451491,0
1,3,rest,rest,left,1787215750.343512,1787215755.545562,1787215775.697243,20.151681,43,1566.45765,10.952259,0.185172,0
1,4,attention,rest,left,1787215775.697243,1787215781.929466,1787215802.069592,20.140126,43,17586.535339,7.351345,0.378371,0
1,5,rest,rest,left,1787215802.069592,1787215807.099753,1787215827.396426,20.296673,38,8259.91129,31.313671,0.131335,0
1,6,attention,rest,left,1787215827.396426,1787215832.544668,1787215852.73194,20.187272,39,9.892526,2.121474,0.458249,0
1,7,rest,rest,left,1787215852.73194,1787215857.736738,1787215877.897027,20.160289,42,393.398776,75.203504,0.041137,0
1,8,attention,rest,left,1787215877.897027,1787215884.595077,1787215904.892473,20.297396,43,25.015756,16.671088,0.379983,0
1,9,rest,rest,left,1787215904.892473,1787215910.046759,1787215930.463995,20.417236,39,81.312887,10.533756,0.163318,0
1,10,attention,rest,left,1787215930.463995,1787215935.595991,1787215955.773501,20.17751,39,43.140372,3.208085,0.401523,0
1,11,rest,rest,left,1787215955.773501,1787215961.22918,1787215981.447176,20.217997,43,6619.398091,15.803732,0.14955,0
1,12,attention,rest,left,1787215981.447176,1787215987.163956,1787216007.168666,20.00471,43,10.530004,1.696882,0.540433,0
1,13,rest,rest,left,1787216007.168666,1787216012.196398,1787216032.544711,20.348313,39,144045.765322,15.382183,0.114087,0
1,14,attention,rest,left,1787216032.544711,1787216037.646404,1787216057.831015,20.184611,39,41.128171,1.370679,0.543196,0
1,15,rest,rest,left,1787216057.831015,1787216062.894204,1787216082.96751,20.073305,43,973.567933,17.895123,0.092446,0
1,16,attention,rest,left,1787216082.96751,1787216089.858147,1787216110.046124,20.187977,42,9.77886,1.453143,0.56557,0
1,17,rest,rest,left,1787216110.046124,1787216115.270062,1787216135.445851,20.17579,38,2156.999275,11.613525,0.119706,0
1,18,attention,rest,left,1787216135.445851,1787216140.595833,1787216160.79729,20.201457,39,12.565447,1.190964,0.656149,0
1,19,rest,rest,left,1787216160.79729,1787216166.094678,1787216186.24828,20.153602,44,695.894917,20.441126,0.088969,0
