run,trial_idx,a_state,b_state,b_direction,prompt_ts,start_ts,end_ts,duration_sec,n_samples,mean_alpha,mean_tbr,mean_ei,blink_count
1,0,rest,attention,left,1786981132.556895,1786981137.858931,1786981157.959073,20.100142,39,59.099462,3.260187,0.310972,2
1,1,rest,rest,right,1786981157.959073,1786981163.255632,1786981183.306909,20.051277,39,3062.963571,21.601662,0.23059,6
1,2,rest,attention,right,1786981183.306909,1786981188.406355,1786981208.552952,20.146596,42,46.495083,4.938506,0.31365,5
1,3,rest,rest,left,1786981208.552952,1786981213.958992,1786981234.058686,20.099693,42,627.984508,10.092471,0.317335,5
1,4,rest,attention,left,1786981234.058686,1786981239.35832,1786981259.432516,20.074195,39,34.950563,3.999101,0.316097,1
1,5,rest,rest,right,1786981259.432516,1786981264.533508,1786981284.609874,20.076365,39,9923.351988,4.603741,0.846584,4
1,6,rest,attention,right,1786981284.609874,1786981290.058822,1786981310.20917,20.150348,42,51.837195,6.651417,0.343469,2
1,7,rest,rest,left,1786981310.20917,1786981315.408655,1786981335.551998,20.143343,42,57405.876611,24.098748,0.315305,5
1,8,rest,attention,left,1786981335.551998,1786981340.645632,1786981360.728771,20.083139,39,78.599691,8.899863,0.222128,1
1,9,rest,rest,right,1786981360.728771,1786981366.158857,1786981386.258139,20.099283,39,597.390093,24.268022,0.251693,3
1,10,rest,attention,right,1786981386.258139,1786981391.509033,1786981411.659007,20.149974,42,92.328056,4.093472,0.281795,2
1,11,rest,rest,left,1786981411.659007,1786981416.699443,1786981436.831153,20.131711,42,130.247458,8.395098,0.308341,5
1,12,rest,attention,left,1786981436.831153,1786981442.259322,1786981462.408033,20.148711,39,39.365412,3.498256,0.369048,3
1,13,rest,rest,right,1786981462.408033,1786981467.644626,1786981487.758346,20.11372,39,159.4128,6.286369,0.306225,3
1,14,rest,attention,right,1786981487.758346,1786981492.882957,1786981512.949872,20.066915,42,35.09073,2.379962,0.348611,2
1,15,rest,rest,left,1786981512.949872,1786981518.409521,1786981538.509414,20.099893,42,779.976528,10.210982,0.166749,5
1,16,rest,attention,left,1786981538.509414,1786981543.801928,1786981563.958345,20.156417,39,15.143236,1.853776,0.487114,1
1,17,rest,rest,right,1786981563.958345,1786981569.027342,1786981589.150077,20.122734,39,32.038282,5.124557,0.299833,5
1,18,rest,attention,right,1786981589.150077,1786981594.608766,1786981614.659679,20.050913,42,18.366438,2.651027,0.328712,1
1,19,rest,rest,left,1786981614.659679,1786981619.891202,1786981639.958421,20.067219,42,168.436536,18.148954,0.067734,8
