trial_idx,a_state,b_state,b_direction,trial_start_ts,trial_end_ts,row_ts,frame_ts,cmd_vel_ts,source,role,alpha,theta,beta,tbr,ei,speed_intent,steer_intent,steer_direction,cmd_lin,cmd_ang,is_blink,latency_ms
18,rest,attention,right,1787041751.599371,1787041771.643135,1787041751.599371,1787041751.598597,1787041751.598647,lsl_raw,steering,30.517624,42.75395,36.723045,1.164227,0.501191,0.390284,0.5,-1,0.0,0.0,1,0.724
18,rest,attention,right,1787041751.599371,1787041771.643135,1787041752.097661,1787041752.097133,1787041752.097174,lsl_raw,steering,35.47167,43.994261,29.491919,1.49174,0.371127,0.541537,0.520768,-1,0.0,0.0,0,0.488
18,rest,attention,right,1787041751.599371,1787041771.643135,1787041752.60052,1787041752.599701,1787041752.59976,lsl_raw,steering,45.778321,45.965648,13.681808,3.359618,0.14913,0.599135,0.549567,-1,0.0,0.0,0,0.76
18,rest,attention,right,1787041751.599371,1787041771.643135,1787041753.048668,1787041753.047917,1787041753.047964,lsl_raw,steering,9962.53044,23442.036271,3855.013473,3.359618,0.14913,0.599135,0.5,-1,0.0,0.0,0,0.704
18,rest,attention,right,1787041751.599371,1787041771.643135,1787041753.499887,1787041753.497991,1787041753.498887,lsl_raw,steering,125883.671076,403632.603323,58529.717862,3.359618,0.14913,0.599135,0.5,1,0.0,0.0,1,1.0
18,rest,attention,right,1787041751.599371,1787041771.643135,1787041754.051257,1787041754.050316,1787041754.050365,lsl_raw,steering,415.699756,1277.836933,296.024649,3.359618,0.14913,0.599135,0.5,1,0.0,0.0,0,0.891
18,rest,attention,right,1787041751.599371,1787041771.643135,1787041754.449941,1787041754.449144,1787041754.449185,lsl_raw,steering,27.905638,194.705441,20.313073,3.359618,0.14913,0.599135,0.5,1,0.0,0.0,0,0.756
18,rest,attention,right,1787041751.599371,1787041771.643135,1787041754.949703,1787041754.948858,1787041754.948898,lsl_raw,steering,459.462056,5800.053608,289.74374,3.359618,0.14913,0.599135,0.5,1,0.0,0.0,0,0.805
18,rest,attention,right,1787041751.599371,1787041771.643135,1787041755.446722,1787041755.44618,1787041755.446211,lsl_raw,steering,25.144902,53.257898,14.982374,3.554704,0.191095,0.718085,0.609043,1,0.0,-0.130851,0,0.511
18,rest,attention,right,1787041751.599371,1787041771.643135,1787041755.898234,1787041755.897473,1787041755.897573,lsl_raw,steering,6.61607,28.704893,15.955715,1.799035,0.451735,0.868602,0.684301,1,0.0,-0.221161,0,0.661
18,rest,attention,right,1787041751.599371,1787041771.643135,1787041756.349722,1787041756.349011,1787041756.349064,lsl_raw,steering,90.481122,114.272835,143.487825,0.796394,0.700782,0.635129,0.567564,1,0.0,0.0,0,0.658
18,rest,attention,right,1787041751.599371,1787041771.643135,1787041756.849701,1787041756.848861,1787041756.848908,lsl_raw,steering,305.729409,388.197177,785.230744,0.796394,0.700782,0.635129,0.5,1,0.0,0.0,0,0.793
18,rest,attention,right,1787041751.599371,1787041771.643135,1787041757.299731,1787041757.298851,1787041757.298907,lsl_raw,steering,13.28796,123.126341,11.096874,11.095588,0.081347,0.788322,0.644161,1,0.0,-0.172993,0,0.824
18,rest,attention,right,1787041751.599371,1787041771.643135,1787041757.84906,1787041757.848172,1787041757.848222,lsl_raw,steering,104.721757,232.474229,125.641079,1.850304,0.372606,0.52669,0.513345,1,0.0,0.0,0,0.838
18,rest,attention,right,1787041751.599371,1787041771.643135,1787041758.248835,1787041758.248127,1787041758.248177,lsl_raw,steering,82.608003,336.747396,141.747214,2.37569,0.338012,0.443989,0.5,1,0.0,0.0,0,0.659
18,rest,attention,right,1787041751.599371,1787041771.643135,1787041758.747134,1787041758.746482,1787041758.74652,lsl_raw,steering,68.536178,118.183399,190.792326,0.619435,1.021812,0.445824,0.5,1,0.0,0.0,0,0.614
18,rest,attention,right,1787041751.599371,1787041771.643135,1787041759.249142,1787041759.248342,1787041759.248395,lsl_raw,steering,54.964585,101.836179,287.830768,0.353806,1.835646,0.500631,0.500316,1,0.0,0.0,0,0.747
18,rest,attention,right,1787041751.599371,1787041771.643135,1787041759.700694,1787041759.699876,1787041759.699927,lsl_raw,steering,91.464544,309.121924,62.773331,4.924415,0.156704,0.392063,0.5,1,0.0,0.0,0,0.767
18,rest,attention,right,1787041751.599371,1787041771.643135,1787041760.148416,1787041760.147607,1787041760.147678,lsl_raw,steering,100.899088,202.947921,304.325656,0.666877,1.001575,0.284223,0.5,1,0.0,0.0,0,0.737
18,rest,attention,right,1787041751.599371,1787041771.643135,1787041760.650243,1787041760.649317,1787041760.649372,lsl_raw,steering,17.609883,64.441332,91.798648,0.701986,1.118797,0.54316,0.52158,1,0.0,0.0,0,0.871
18,rest,attention,right,1787041751.599371,1787041771.643135,1787041761.098665,1787041761.097957,1787041761.098007,lsl_raw,steering,7.114544,15.964124,10.381856,1.537695,0.449846,0.752931,0.626465,1,0.0,-0.151758,0,0.657
18,rest,attention,right,1787041751.599371,1787041771.643135,1787041761.597317,1787041761.596598,1787041761.596632,lsl_raw,steering,181.462154,374.203506,369.119803,1.537695,0.449846,0.752931,0.5,1,0.0,0.0,0,0.685
18,rest,attention,right,1787041751.599371,1787041771.643135,1787041763.99955,1787041763.998739,1787041763.99882,lsl_raw,steering,57.190205,93.524507,137.313833,0.6811,0.911084,0.691458,0.595729,1,0.0,0.0,0,0.731
18,rest,attention,right,1787041751.599371,1787041771.643135,1787041764.400058,1787041764.399267,1787041764.399322,lsl_raw,steering,148.945319,904.685958,752.373103,1.202443,0.714076,0.289024,0.5,1,0.0,0.0,0,0.736
18,rest,attention,right,1787041751.599371,1787041771.643135,1787041764.949261,1787041764.948495,1787041764.948554,lsl_raw,steering,36.701205,112.127445,49.739277,2.254304,0.334205,0.47086,0.5,1,0.0,0.0,0,0.707
18,rest,attention,right,1787041751.599371,1787041771.643135,1787041765.400648,1787041765.399853,1787041765.399904,lsl_raw,steering,187.132366,301.843659,321.265193,2.254304,0.334205,0.47086,0.5,1,0.0,0.0,0,0.744
18,rest,attention,right,1787041751.599371,1787041771.643135,1787041765.85026,1787041765.849415,1787041765.849473,lsl_raw,steering,61.698063,199.832903,118.903322,1.680633,0.454643,0.490304,0.5,1,0.0,0.0,0,0.787
18,rest,attention,right,1787041751.599371,1787041771.643135,1787041766.399971,1787041766.399088,1787041766.399142,lsl_raw,steering,40.80193,474.535231,212.211726,2.23614,0.411792,0.585493,0.542746,1,0.0,0.0,0,0.83
18,rest,attention,right,1787041751.599371,1787041771.643135,1787041766.799261,1787041766.798174,1787041766.79823,lsl_raw,steering,64.41374,108.188152,126.755804,0.853516,0.734382,0.554087,0.527044,1,0.0,0.0,0,1.032
